id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click
7086,User7086,38.0,Non-Binary,Mobile,Top,Entertainment,Morning,1
5955,User5955,59.0,Female,Tablet,Side,Entertainment,Evening,1
6631,User6631,35.0,Non-Binary,Mobile,Top,Shopping,Morning,0
8753,User8753,38.0,Non-Binary,Desktop,Top,Entertainment,Morning,1
4086,User4086,38.0,Female,Desktop,Top,Entertainment,Morning,1
1729,User1729,38.0,Female,Desktop,Top,Entertainment,Afternoon,1
3801,User3801,26.0,Non-Binary,Desktop,Side,Entertainment,Evening,1
1969,User1969,46.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
9617,User9617,63.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
316,User316,42.0,Female,Desktop,Bottom,Social Media,Morning,1
9892,User9892,51.0,Non-Binary,Tablet,Side,Entertainment,Evening,1
8702,User8702,25.0,Male,Mobile,Top,Entertainment,Morning,0
7318,User7318,44.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,0
6849,User6849,39.0,Female,Mobile,Top,Entertainment,Night,1
9660,User9660,38.0,Male,Desktop,Bottom,Social Media,Night,1
4361,User4361,29.0,Male,Tablet,Side,Education,Afternoon,1
3246,User3246,38.0,Female,Mobile,Top,Education,Morning,1
3803,User3803,38.0,Female,Desktop,Bottom,Education,Morning,1
4499,User4499,60.0,Non-Binary,Desktop,Top,Education,Night,0
5973,User5973,41.0,Male,Mobile,Side,Entertainment,Night,0
3185,User3185,54.0,Male,Tablet,Top,Shopping,Afternoon,0
1524,User1524,24.0,Non-Binary,Mobile,Bottom,Entertainment,Night,1
1935,User1935,30.0,Female,Desktop,Bottom,Entertainment,Morning,1
2337,User2337,40.0,Male,Desktop,Top,Entertainment,Morning,1
8779,User8779,41.0,Female,Desktop,Side,Entertainment,Morning,0
3336,User3336,26.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,1
6365,User6365,38.0,Male,Tablet,Bottom,Entertainment,Evening,1
9676,User9676,21.0,Non-Binary,Mobile,Top,Entertainment,Morning,1
6588,User6588,58.0,Non-Binary,Tablet,Bottom,Entertainment,Night,0
2631,User2631,41.0,Female,Desktop,Side,Social Media,Morning,0
1400,User1400,61.0,Female,Desktop,Bottom,News,Morning,0
5912,User5912,41.0,Non-Binary,Mobile,Side,Education,Night,1
4086,User4086,38.0,Female,Desktop,Top,Entertainment,Morning,1
3424,User3424,28.0,Non-Binary,Desktop,Bottom,Entertainment,Night,0
3325,User3325,38.0,Male,Mobile,Bottom,Education,Morning,1
9075,User9075,38.0,Female,Mobile,Top,Entertainment,Night,1
1011,User1011,41.0,Male,Mobile,Top,News,Night,0
4108,User4108,36.0,Male,Tablet,Top,Entertainment,Morning,1
9140,User9140,41.0,Female,Tablet,Bottom,Entertainment,Night,0
1369,User1369,38.0,Male,Desktop,Bottom,Social Media,Morning,1
6251,User6251,44.0,Non-Binary,Mobile,Side,Shopping,Morning,1
8361,User8361,41.0,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
6167,User6167,20.0,Male,Mobile,Bottom,Entertainment,Night,1
6043,User6043,32.0,Male,Mobile,Top,Entertainment,Morning,0
6202,User6202,38.0,Female,Tablet,Bottom,Shopping,Night,1
7941,User7941,41.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
2137,User2137,38.0,Male,Tablet,Side,Entertainment,Morning,1
8726,User8726,62.0,Female,Desktop,Bottom,Education,Morning,1
1524,User1524,24.0,Female,Mobile,Bottom,Entertainment,Night,1
5055,User5055,45.0,Male,Desktop,Top,Education,Morning,1
8294,User8294,49.0,Non-Binary,Mobile,Bottom,Entertainment,Night,0
9689,User9689,38.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
3939,User3939,41.0,Male,Tablet,Bottom,Entertainment,Morning,0
2311,User2311,38.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
1136,User1136,58.0,Male,Mobile,Side,Entertainment,Morning,1
1197,User1197,62.0,Non-Binary,Mobile,Bottom,Entertainment,Night,1
1931,User1931,38.0,Female,Mobile,Bottom,Entertainment,Night,1
1364,User1364,41.0,Female,Mobile,Side,Education,Evening,0
8353,User8353,38.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,1
7511,User7511,31.0,Female,Desktop,Side,Shopping,Night,1
5495,User5495,38.0,Male,Mobile,Bottom,News,Afternoon,1
2581,User2581,38.0,Female,Mobile,Bottom,Entertainment,Evening,1
284,User284,38.0,Non-Binary,Tablet,Side,Shopping,Morning,1
5925,User5925,45.0,Male,Mobile,Bottom,Education,Afternoon,0
4556,User4556,29.0,Male,Mobile,Side,Entertainment,Afternoon,0
1178,User1178,38.0,Male,Desktop,Bottom,Entertainment,Evening,1
3719,User3719,41.0,Male,Desktop,Bottom,Entertainment,Night,0
412,User412,38.0,Non-Binary,Tablet,Top,News,Evening,1
2602,User2602,38.0,Female,Desktop,Side,Shopping,Morning,1
4057,User4057,38.0,Non-Binary,Desktop,Side,Education,Evening,1
5909,User5909,45.0,Non-Binary,Tablet,Top,Entertainment,Afternoon,1
1460,User1460,41.0,Male,Mobile,Side,Entertainment,Afternoon,0
6438,User6438,53.0,Non-Binary,Tablet,Top,Entertainment,Night,1
1041,User1041,37.0,Non-Binary,Mobile,Side,Entertainment,Morning,1
9894,User9894,38.0,Female,Mobile,Top,Entertainment,Afternoon,1
8373,User8373,29.0,Male,Desktop,Bottom,Shopping,Afternoon,1
824,User824,24.0,Male,Desktop,Bottom,News,Morning,0
24,User24,38.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,1
6592,User6592,59.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,0
5766,User5766,63.0,Male,Desktop,Side,Social Media,Evening,1
6855,User6855,41.0,Female,Mobile,Side,Social Media,Night,0
1704,User1704,61.0,Female,Tablet,Bottom,Shopping,Evening,1
234,User234,19.0,Female,Tablet,Bottom,Social Media,Morning,1
1664,User1664,41.0,Male,Desktop,Bottom,Entertainment,Morning,0
8789,User8789,44.0,Female,Desktop,Top,Entertainment,Morning,1
301,User301,59.0,Male,Tablet,Side,Entertainment,Evening,1
5034,User5034,44.0,Non-Binary,Desktop,Side,Shopping,Afternoon,0
5366,User5366,59.0,Male,Desktop,Bottom,Entertainment,Night,0
4419,User4419,59.0,Female,Desktop,Top,Entertainment,Afternoon,0
7235,User7235,47.0,Male,Tablet,Bottom,Entertainment,Afternoon,0
4875,User4875,41.0,Male,Tablet,Side,Entertainment,Evening,0
8264,User8264,41.0,Male,Desktop,Top,News,Morning,0
5419,User5419,38.0,Male,Tablet,Top,Entertainment,Morning,1
6880,User6880,38.0,Female,Desktop,Bottom,News,Morning,1
684,User684,41.0,Female,Mobile,Bottom,Entertainment,Afternoon,0
3297,User3297,38.0,Female,Tablet,Bottom,Entertainment,Morning,1
3325,User3325,38.0,Male,Mobile,Bottom,Education,Morning,1
8373,User8373,38.0,Male,Desktop,Side,Entertainment,Afternoon,1
8252,User8252,38.0,Male,Desktop,Bottom,Entertainment,Morning,1
3177,User3177,18.0,Male,Tablet,Bottom,Education,Morning,0
4876,User4876,41.0,Female,Tablet,Bottom,Entertainment,Night,0
5780,User5780,38.0,Female,Mobile,Bottom,Entertainment,Afternoon,1
272,User272,44.0,Female,Desktop,Side,Entertainment,Morning,0
7602,User7602,21.0,Male,Desktop,Bottom,Entertainment,Morning,0
5425,User5425,38.0,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
5100,User5100,42.0,Non-Binary,Mobile,Side,Shopping,Morning,1
6372,User6372,41.0,Female,Tablet,Side,Shopping,Morning,0
1910,User1910,63.0,Male,Desktop,Side,Social Media,Morning,1
9311,User9311,38.0,Non-Binary,Desktop,Side,Social Media,Afternoon,1
8883,User8883,38.0,Female,Mobile,Bottom,Education,Evening,1
3037,User3037,38.0,Male,Mobile,Bottom,Shopping,Morning,1
175,User175,24.0,Female,Desktop,Side,News,Afternoon,0
9422,User9422,21.0,Non-Binary,Mobile,Side,Entertainment,Night,1
7152,User7152,32.0,Male,Tablet,Side,Entertainment,Morning,1
2373,User2373,31.0,Non-Binary,Desktop,Bottom,Social Media,Night,1
7151,User7151,38.0,Male,Tablet,Side,Entertainment,Morning,1
191,User191,19.0,Male,Desktop,Side,Entertainment,Morning,0
2289,User2289,38.0,Female,Desktop,Bottom,Shopping,Morning,1
3235,User3235,57.0,Male,Desktop,Bottom,Entertainment,Evening,0
3042,User3042,38.0,Non-Binary,Mobile,Side,Social Media,Afternoon,1
1335,User1335,56.0,Female,Mobile,Side,Social Media,Morning,0
5579,User5579,38.0,Non-Binary,Mobile,Side,Entertainment,Evening,1
8832,User8832,38.0,Non-Binary,Tablet,Bottom,Entertainment,Night,1
5451,User5451,23.0,Non-Binary,Desktop,Bottom,Social Media,Morning,0
4086,User4086,38.0,Female,Desktop,Top,Entertainment,Morning,1
2297,User2297,38.0,Male,Tablet,Bottom,Education,Morning,1
3929,User3929,55.0,Female,Tablet,Side,Entertainment,Afternoon,0
9642,User9642,38.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,1
7232,User7232,41.0,Female,Tablet,Bottom,Shopping,Morning,0
4840,User4840,48.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,0
7924,User7924,38.0,Female,Desktop,Bottom,Shopping,Morning,1
858,User858,49.0,Non-Binary,Tablet,Side,Social Media,Afternoon,0
4697,User4697,38.0,Female,Mobile,Side,Entertainment,Afternoon,1
8127,User8127,38.0,Male,Tablet,Bottom,Entertainment,Night,1
8097,User8097,30.0,Non-Binary,Tablet,Side,Social Media,Evening,1
5656,User5656,44.0,Non-Binary,Mobile,Top,Entertainment,Night,0
2309,User2309,22.0,Male,Tablet,Bottom,Entertainment,Night,1
2428,User2428,33.0,Male,Tablet,Side,Entertainment,Morning,1
6248,User6248,48.0,Female,Mobile,Top,Entertainment,Evening,1
6441,User6441,38.0,Female,Desktop,Top,Entertainment,Night,1
8179,User8179,62.0,Female,Desktop,Top,Entertainment,Afternoon,0
4113,User4113,44.0,Non-Binary,Tablet,Side,News,Night,0
1370,User1370,38.0,Female,Desktop,Bottom,Entertainment,Morning,1
8692,User8692,38.0,Male,Mobile,Bottom,Entertainment,Afternoon,1
7511,User7511,38.0,Female,Desktop,Side,Shopping,Night,1
7270,User7270,54.0,Male,Mobile,Top,Entertainment,Night,0
7322,User7322,38.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
5596,User5596,43.0,Female,Tablet,Top,Social Media,Afternoon,1
9231,User9231,21.0,Male,Desktop,Top,Shopping,Evening,1
7479,User7479,54.0,Female,Desktop,Top,Entertainment,Afternoon,0
7581,User7581,41.0,Female,Mobile,Side,Entertainment,Morning,0
5276,User5276,42.0,Male,Tablet,Side,Shopping,Morning,1
3483,User3483,20.0,Male,Mobile,Side,Entertainment,Morning,1
6287,User6287,38.0,Female,Desktop,Bottom,Entertainment,Morning,1
1171,User1171,38.0,Female,Mobile,Bottom,Entertainment,Night,1
3429,User3429,59.0,Male,Tablet,Side,Social Media,Morning,1
4836,User4836,55.0,Female,Tablet,Side,Entertainment,Evening,1
6409,User6409,38.0,Male,Desktop,Top,Entertainment,Night,1
3236,User3236,56.0,Female,Mobile,Bottom,Entertainment,Morning,1
7228,User7228,41.0,Male,Desktop,Bottom,Shopping,Night,0
2520,User2520,44.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,0
8561,User8561,38.0,Male,Mobile,Bottom,Entertainment,Evening,1
9572,User9572,38.0,Non-Binary,Mobile,Bottom,Social Media,Morning,1
7964,User7964,31.0,Non-Binary,Desktop,Bottom,Education,Morning,0
7750,User7750,46.0,Non-Binary,Desktop,Side,Entertainment,Morning,1
2272,User2272,38.0,Female,Tablet,Bottom,News,Morning,1
2096,User2096,48.0,Male,Desktop,Top,Entertainment,Night,1
4361,User4361,29.0,Male,Tablet,Side,Entertainment,Afternoon,1
3323,User3323,48.0,Female,Tablet,Bottom,Entertainment,Afternoon,1
7511,User7511,31.0,Male,Desktop,Side,Shopping,Night,1
315,User315,38.0,Non-Binary,Desktop,Side,Social Media,Evening,1
8190,User8190,26.0,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
9736,User9736,46.0,Male,Desktop,Bottom,Education,Evening,1
9407,User9407,30.0,Male,Desktop,Top,News,Afternoon,0
1077,User1077,38.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
2854,User2854,41.0,Female,Desktop,Bottom,Entertainment,Afternoon,0
8789,User8789,44.0,Female,Desktop,Top,Entertainment,Evening,1
8745,User8745,41.0,Male,Mobile,Bottom,Education,Night,0
2922,User2922,56.0,Non-Binary,Desktop,Top,Entertainment,Evening,0
973,User973,37.0,Male,Mobile,Bottom,Entertainment,Morning,1
5860,User5860,38.0,Female,Desktop,Bottom,Entertainment,Morning,1
7445,User7445,43.0,Non-Binary,Desktop,Bottom,Entertainment,Night,0
1126,User1126,38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
5339,User5339,24.0,Male,Desktop,Top,Education,Evening,0
9990,User9990,25.0,Male,Desktop,Side,Education,Night,1
2297,User2297,57.0,Male,Tablet,Side,Education,Morning,1
8018,User8018,38.0,Female,Desktop,Side,Entertainment,Morning,1
1296,User1296,34.0,Non-Binary,Tablet,Top,Entertainment,Morning,1
3906,User3906,38.0,Non-Binary,Tablet,Bottom,Entertainment,Evening,1
682,User682,42.0,Non-Binary,Mobile,Side,Entertainment,Morning,0
4691,User4691,49.0,Non-Binary,Tablet,Top,Entertainment,Evening,0
9504,User9504,38.0,Male,Tablet,Top,Shopping,Morning,1
1171,User1171,38.0,Female,Desktop,Bottom,Entertainment,Night,1
58,User58,36.0,Female,Mobile,Top,Shopping,Morning,1
6669,User6669,38.0,Female,Mobile,Side,News,Night,1
4267,User4267,24.0,Female,Desktop,Top,Shopping,Night,0
3060,User3060,38.0,Male,Desktop,Bottom,News,Morning,1
8937,User8937,57.0,Non-Binary,Tablet,Side,Entertainment,Afternoon,1
6287,User6287,40.0,Female,Tablet,Bottom,Entertainment,Morning,1
9753,User9753,46.0,Male,Tablet,Top,Entertainment,Night,1
306,User306,41.0,Female,Mobile,Bottom,Entertainment,Night,0
7609,User7609,41.0,Male,Tablet,Bottom,Entertainment,Morning,0
5748,User5748,38.0,Male,Desktop,Side,Entertainment,Morning,1
4639,User4639,32.0,Female,Mobile,Side,Education,Night,0
6849,User6849,38.0,Male,Mobile,Bottom,Entertainment,Night,1
3003,User3003,64.0,Male,Mobile,Bottom,Entertainment,Morning,0
3846,User3846,38.0,Non-Binary,Tablet,Bottom,Entertainment,Night,1
6144,User6144,41.0,Male,Desktop,Top,Entertainment,Afternoon,0
3375,User3375,52.0,Non-Binary,Mobile,Bottom,Education,Morning,1
8906,User8906,38.0,Male,Desktop,Top,Shopping,Night,1
6462,User6462,38.0,Male,Tablet,Side,Education,Evening,1
3230,User3230,45.0,Male,Mobile,Top,Entertainment,Morning,0
5988,User5988,62.0,Male,Desktop,Bottom,Entertainment,Afternoon,0
3246,User3246,38.0,Female,Mobile,Bottom,Entertainment,Afternoon,1
9622,User9622,44.0,Non-Binary,Mobile,Side,Entertainment,Morning,0
1566,User1566,56.0,Non-Binary,Mobile,Side,News,Morning,0
9395,User9395,27.0,Female,Tablet,Top,Entertainment,Evening,0
8749,User8749,51.0,Male,Desktop,Top,News,Morning,0
6576,User6576,62.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,1
3225,User3225,38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
2289,User2289,38.0,Female,Desktop,Bottom,Shopping,Morning,1
4754,User4754,41.0,Non-Binary,Tablet,Top,Education,Evening,0
8550,User8550,29.0,Female,Desktop,Top,Social Media,Morning,0
8228,User8228,49.0,Male,Mobile,Side,Entertainment,Morning,0
4370,User4370,41.0,Male,Tablet,Top,Entertainment,Evening,0
1077,User1077,38.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
4034,User4034,43.0,Female,Desktop,Top,Shopping,Night,1
8984,User8984,44.0,Non-Binary,Mobile,Side,Entertainment,Afternoon,0
70,User70,23.0,Female,Desktop,Top,Entertainment,Night,0
58,User58,36.0,Male,Mobile,Bottom,Shopping,Morning,1
7229,User7229,43.0,Non-Binary,Mobile,Top,Social Media,Night,1
3548,User3548,57.0,Non-Binary,Tablet,Top,Education,Afternoon,0
3297,User3297,38.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
4981,User4981,38.0,Male,Tablet,Bottom,Shopping,Evening,1
1539,User1539,38.0,Non-Binary,Mobile,Bottom,Education,Evening,1
9902,User9902,61.0,Female,Mobile,Side,Entertainment,Night,0
8862,User8862,38.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,1
8948,User8948,25.0,Non-Binary,Mobile,Bottom,Education,Evening,1
1727,User1727,45.0,Female,Desktop,Bottom,Education,Night,0
8020,User8020,41.0,Female,Desktop,Top,Social Media,Morning,0
8101,User8101,38.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,1
8647,User8647,38.0,Female,Desktop,Bottom,Shopping,Morning,1
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1
9967,User9967,38.0,Female,Mobile,Bottom,Education,Evening,1
1064,User1064,41.0,Male,Desktop,Bottom,Entertainment,Morning,0
3473,User3473,40.0,Female,Desktop,Bottom,News,Night,0
3658,User3658,38.0,Male,Desktop,Side,Entertainment,Night,1
4497,User4497,48.0,Non-Binary,Tablet,Top,Entertainment,Evening,0
513,User513,52.0,Non-Binary,Mobile,Top,Entertainment,Evening,0
5412,User5412,35.0,Male,Desktop,Top,Entertainment,Evening,1
8783,User8783,46.0,Female,Desktop,Top,Entertainment,Morning,0
1141,User1141,38.0,Male,Desktop,Bottom,Entertainment,Morning,1
4836,User4836,55.0,Non-Binary,Tablet,Bottom,Entertainment,Evening,1
9157,User9157,38.0,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
4108,User4108,36.0,Female,Tablet,Top,Entertainment,Morning,1
749,User749,38.0,Male,Mobile,Top,News,Night,1
775,User775,38.0,Male,Mobile,Top,Shopping,Evening,1
7268,User7268,28.0,Female,Desktop,Bottom,News,Evening,1
3604,User3604,49.0,Male,Tablet,Bottom,Entertainment,Morning,1
6287,User6287,40.0,Female,Tablet,Bottom,Entertainment,Morning,1
3062,User3062,34.0,Male,Desktop,Bottom,Entertainment,Evening,1
5671,User5671,61.0,Non-Binary,Mobile,Top,Entertainment,Night,0
4429,User4429,34.0,Male,Mobile,Top,Entertainment,Morning,1
2111,User2111,41.0,Male,Tablet,Bottom,Entertainment,Afternoon,0
1280,User1280,28.0,Male,Tablet,Bottom,News,Morning,0
3824,User3824,59.0,Male,Tablet,Side,Entertainment,Morning,0
8101,User8101,59.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
3333,User3333,30.0,Male,Tablet,Top,Entertainment,Morning,1
5780,User5780,38.0,Female,Mobile,Bottom,Entertainment,Morning,1
8361,User8361,41.0,Female,Mobile,Side,News,Afternoon,1
3132,User3132,51.0,Male,Desktop,Side,Entertainment,Afternoon,0
1721,User1721,38.0,Non-Binary,Mobile,Bottom,Social Media,Afternoon,1
316,User316,42.0,Non-Binary,Desktop,Top,Social Media,Morning,1
3676,User3676,54.0,Female,Mobile,Bottom,Entertainment,Evening,0
6724,User6724,37.0,Female,Desktop,Top,Entertainment,Evening,1
6679,User6679,26.0,Male,Tablet,Bottom,Entertainment,Night,1
670,User670,22.0,Non-Binary,Desktop,Top,Shopping,Afternoon,1
1188,User1188,44.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,0
598,User598,50.0,Non-Binary,Mobile,Bottom,Education,Morning,0
606,User606,38.0,Female,Desktop,Bottom,Entertainment,Morning,1
8942,User8942,53.0,Female,Mobile,Side,Entertainment,Morning,0
6019,User6019,44.0,Non-Binary,Desktop,Top,News,Morning,0
1214,User1214,26.0,Female,Mobile,Bottom,News,Evening,1
8647,User8647,38.0,Female,Desktop,Top,Entertainment,Morning,1
3245,User3245,40.0,Male,Desktop,Side,Entertainment,Afternoon,1
6094,User6094,38.0,Non-Binary,Tablet,Top,Social Media,Evening,1
675,User675,44.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,0
8965,User8965,25.0,Female,Mobile,Bottom,Entertainment,Morning,1
9418,User9418,20.0,Male,Desktop,Side,News,Night,1
2529,User2529,38.0,Female,Desktop,Top,Entertainment,Morning,1
4957,User4957,58.0,Male,Desktop,Bottom,Social Media,Evening,1
9062,User9062,26.0,Male,Desktop,Side,Entertainment,Morning,0
3208,User3208,27.0,Female,Mobile,Side,Social Media,Morning,0
373,User373,34.0,Female,Mobile,Bottom,Education,Morning,1
3060,User3060,38.0,Male,Tablet,Bottom,News,Morning,1
4228,User4228,38.0,Male,Desktop,Side,Entertainment,Morning,1
3604,User3604,49.0,Male,Tablet,Bottom,News,Morning,1
1586,User1586,38.0,Non-Binary,Desktop,Top,Shopping,Morning,1
4086,User4086,38.0,Female,Desktop,Top,Entertainment,Morning,1
1631,User1631,53.0,Non-Binary,Mobile,Side,Shopping,Evening,0
3483,User3483,20.0,Female,Desktop,Side,News,Morning,1
6832,User6832,38.0,Non-Binary,Desktop,Bottom,Social Media,Morning,0
9766,User9766,31.0,Male,Desktop,Bottom,Shopping,Evening,1
8127,User8127,38.0,Male,Tablet,Bottom,Entertainment,Night,1
5932,User5932,41.0,Female,Desktop,Bottom,Education,Evening,0
8155,User8155,40.0,Female,Desktop,Bottom,Shopping,Evening,0
2964,User2964,40.0,Non-Binary,Mobile,Side,Entertainment,Night,1
5766,User5766,63.0,Male,Desktop,Side,Social Media,Morning,1
6811,User6811,24.0,Male,Mobile,Bottom,Education,Evening,1
6288,User6288,61.0,Non-Binary,Tablet,Bottom,News,Afternoon,1
8361,User8361,41.0,Female,Desktop,Bottom,News,Afternoon,1
1464,User1464,44.0,Non-Binary,Desktop,Side,Shopping,Morning,0
2289,User2289,38.0,Female,Desktop,Bottom,Entertainment,Morning,1
1768,User1768,41.0,Male,Desktop,Bottom,Entertainment,Morning,0
3652,User3652,55.0,Non-Binary,Desktop,Bottom,News,Night,0
3336,User3336,26.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,1
8682,User8682,41.0,Female,Desktop,Bottom,Social Media,Night,0
7993,User7993,38.0,Non-Binary,Mobile,Bottom,Social Media,Morning,1
4697,User4697,38.0,Non-Binary,Mobile,Side,Entertainment,Morning,1
6343,User6343,41.0,Male,Tablet,Side,Entertainment,Evening,0
5347,User5347,41.0,Female,Tablet,Bottom,Entertainment,Evening,0
8726,User8726,62.0,Female,Desktop,Side,Entertainment,Morning,1
9608,User9608,56.0,Non-Binary,Mobile,Bottom,Entertainment,Night,0
1971,User1971,41.0,Male,Desktop,Side,Education,Night,0
5329,User5329,54.0,Male,Tablet,Side,Education,Evening,1
5329,User5329,54.0,Male,Tablet,Bottom,Education,Evening,1
5066,User5066,38.0,Non-Binary,Mobile,Side,Entertainment,Morning,1
62,User62,41.0,Male,Tablet,Side,Education,Afternoon,0
5100,User5100,38.0,Male,Desktop,Bottom,Shopping,Morning,1
4268,User4268,33.0,Male,Mobile,Bottom,Shopping,Night,0
1141,User1141,37.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
5876,User5876,55.0,Male,Desktop,Top,Entertainment,Morning,0
9893,User9893,41.0,Female,Tablet,Bottom,News,Morning,0
2046,User2046,41.0,Female,Desktop,Side,Entertainment,Morning,0
9204,User9204,42.0,Female,Mobile,Bottom,Shopping,Afternoon,0
9660,User9660,38.0,Male,Desktop,Top,Social Media,Night,1
9419,User9419,64.0,Male,Mobile,Side,Social Media,Afternoon,1
284,User284,38.0,Non-Binary,Tablet,Side,Shopping,Afternoon,1
9422,User9422,38.0,Male,Desktop,Bottom,Entertainment,Night,1
9358,User9358,47.0,Non-Binary,Desktop,Bottom,Shopping,Evening,0
1706,User1706,38.0,Non-Binary,Tablet,Bottom,Shopping,Night,1
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Evening,1
8308,User8308,26.0,Female,Mobile,Bottom,Education,Afternoon,0
4742,User4742,31.0,Male,Desktop,Bottom,Entertainment,Night,1
7313,User7313,38.0,Non-Binary,Desktop,Side,Entertainment,Night,1
6811,User6811,24.0,Male,Mobile,Bottom,Entertainment,Evening,1
8965,User8965,25.0,Female,Mobile,Bottom,Social Media,Evening,1
4976,User4976,34.0,Female,Mobile,Bottom,Entertainment,Morning,1
4222,User4222,59.0,Male,Desktop,Side,Entertainment,Night,0
2431,User2431,54.0,Male,Desktop,Top,Entertainment,Night,1
250,User250,38.0,Non-Binary,Mobile,Bottom,News,Morning,1
5690,User5690,34.0,Male,Tablet,Side,Shopping,Morning,0
8233,User8233,41.0,Female,Mobile,Side,Entertainment,Afternoon,0
9801,User9801,41.0,Female,Desktop,Bottom,Entertainment,Night,0
4845,User4845,57.0,Female,Desktop,Bottom,Social Media,Afternoon,0
7138,User7138,26.0,Male,Desktop,Top,Social Media,Night,1
6493,User6493,63.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,0
8822,User8822,30.0,Female,Tablet,Bottom,Entertainment,Morning,0
8789,User8789,38.0,Female,Desktop,Top,Entertainment,Evening,1
5174,User5174,41.0,Female,Mobile,Side,Entertainment,Evening,0
9499,User9499,38.0,Female,Mobile,Bottom,Social Media,Morning,1
2309,User2309,22.0,Female,Tablet,Bottom,Entertainment,Night,1
3601,User3601,38.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
4254,User4254,19.0,Male,Desktop,Bottom,Entertainment,Morning,1
1265,User1265,41.0,Female,Mobile,Bottom,Shopping,Night,0
105,User105,44.0,Non-Binary,Desktop,Side,Entertainment,Morning,0
5460,User5460,41.0,Male,Desktop,Top,Education,Afternoon,0
8174,User8174,38.0,Female,Mobile,Bottom,Entertainment,Afternoon,1
1370,User1370,38.0,Female,Desktop,Bottom,Entertainment,Night,1
4034,User4034,38.0,Female,Desktop,Top,Shopping,Night,1
4552,User4552,44.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,0
7661,User7661,48.0,Male,Mobile,Side,News,Morning,1
9397,User9397,19.0,Male,Desktop,Top,Entertainment,Evening,1
4007,User4007,41.0,Male,Desktop,Top,Shopping,Morning,0
1619,User1619,37.0,Female,Desktop,Side,Entertainment,Evening,0
9400,User9400,38.0,Non-Binary,Mobile,Bottom,Entertainment,Night,1
6365,User6365,38.0,Female,Desktop,Bottom,Entertainment,Morning,1
6906,User6906,38.0,Non-Binary,Mobile,Top,Entertainment,Morning,1
3225,User3225,38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
6654,User6654,33.0,Male,Desktop,Top,Education,Afternoon,1
691,User691,44.0,Non-Binary,Desktop,Top,Entertainment,Morning,0
301,User301,59.0,Male,Tablet,Side,Social Media,Evening,1
6237,User6237,32.0,Non-Binary,Mobile,Bottom,News,Morning,1
7730,User7730,41.0,Male,Mobile,Side,Entertainment,Morning,0
7942,User7942,29.0,Male,Tablet,Top,Education,Night,0
1214,User1214,38.0,Female,Mobile,Bottom,Entertainment,Evening,1
3846,User3846,38.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
5412,User5412,38.0,Female,Mobile,Top,Entertainment,Evening,1
2904,User2904,44.0,Non-Binary,Desktop,Side,Shopping,Morning,0
9894,User9894,38.0,Female,Mobile,Top,Entertainment,Afternoon,1
815,User815,60.0,Female,Desktop,Bottom,Entertainment,Night,0
6906,User6906,38.0,Non-Binary,Desktop,Top,Entertainment,Morning,1
7431,User7431,62.0,Male,Mobile,Bottom,Entertainment,Evening,0
3644,User3644,38.0,Male,Mobile,Side,Entertainment,Evening,1
8561,User8561,52.0,Male,Desktop,Bottom,Entertainment,Evening,1
9855,User9855,38.0,Male,Desktop,Bottom,News,Morning,1
